"Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
11.17,1.59474652424449,-1.2454648131638
11.18,1.58811862957238,-1.24426588936348
11.19,1.58165962167979,-1.24324712523707
11.2,1.57536318007756,-1.24239874334929
11.21,1.56922327367111,-1.24171126477324
11.22,1.56323414505768,-1.24117549675774
11.23,1.55739029580521,-1.24078252096475
11.24,1.55168647264455,-1.24052368224792
11.25,1.54611765451088,-1.24039057794681
11.26,1.54067904037643,-1.2403750476704
11.27,1.53536603782008,-1.24046916354547
11.28,1.53017425228404,-1.24066522090808
11.29,1.52509947697144,-1.24095572941466
11.3,1.52013768334193,-1.24133340455384
11.31,1.51528501216587,-1.24179115953792
11.32,1.51053776510052,-1.24232209755577
11.33,1.50589239675394,-1.24291950437038
11.34,1.5013455072056,-1.24357684124291
11.35,1.49689383495381,-1.24428773816823
11.36,1.49253425026342,-1.24504598740668
11.37,1.48826374888813,-1.24584553729804
11.38,1.48407944614432,-1.24668048634329
11.39,1.47997857131415,-1.24754507754248
11.4,1.47595846235802,-1.24843369297604
11.41,1.47201656091732,-1.24934084861726
11.42,1.46815040758984,-1.25026118936661
11.43,1.46435763746144,-1.25118948429551
11.44,1.46063597587875,-1.25212062209184
11.45,1.45698323444855,-1.25304960669603
11.46,1.45339730725037,-1.25397155311987
11.47,1.44987616725022,-1.2548816834391
11.48,1.44641786290338,-1.25577532295261
11.49,1.44302051493561,-1.25664789649953
11.5,1.4396823132927,-1.25749492492803
11.51,1.43640151424853,-1.25831202170814
11.52,1.43317643766289,-1.25909488968281
11.53,1.43000546438088,-1.25983931795093
11.54,1.42688703376577,-1.26054117887625
11.55,1.42381964135807,-1.26119642521591
11.56,1.42080183665407,-1.26180108736556
11.57,1.41783222099727,-1.26235127071333
11.58,1.41490944557654,-1.26284315309961
11.59,1.41203220952566,-1.26327298237754
11.6,1.40919925811843,-1.26363707407029
11.61,1.40640938105469,-1.26393180912004
11.62,1.40366141083237,-1.26415363172604
11.63,1.40095422120125,-1.26429904726732
11.64,1.39828672569373,-1.26436462030632
11.65,1.39565787622976,-1.26434697267038
11.66,1.39306666179087,-1.26424278160867
11.67,1.39051210716083,-1.26404877801947
11.68,1.38799327172933,-1.26376174474725
11.69,1.3855092483552,-1.2633785149451
11.7,1.38305916228695,-1.26289597050062
11.71,1.3806421701371,-1.26231104052262
11.72,1.37825745890847,-1.2616206998861
11.73,1.37590424506918,-1.26082196783355
11.74,1.37358177367458,-1.25991190663024
11.75,1.37128931753378,-1.25888762027097
11.76,1.36902617641853,-1.25774625323701
11.77,1.36679167631259,-1.25648498930126
11.78,1.36458516869989,-1.25510105037931
11.79,1.36240602988932,-1.25359169542478
11.8,1.36025366037498,-1.25195421936829
11.81,1.35812748422973,-1.25018595209699
11.82,1.35602694853119,-1.24828425747404
11.83,1.35395152281808,-1.24624653239695
11.84,1.35190069857618,-1.24407020589223
11.85,1.34987398875216,-1.24175273824632
11.86,1.34787092729435,-1.23929162017053
11.87,1.34589106871911,-1.23668437199992
11.88,1.34393398770195,-1.23392854292343
11.89,1.34199927869195,-1.23102171024605
11.9,1.34008655554892,-1.22796147868033
11.91,1.33819545120211,-1.22474547966725
11.92,1.33632561732969,-1.22137137072512
11.93,1.33447672405797,-1.2178368348257
11.94,1.33264845967982,-1.21413957979668
11.95,1.33084053039123,-1.21027733774971
11.96,1.32905266004545,-1.20624786453292
11.97,1.32728458992414,-1.20204893920772
11.98,1.32553607852431,-1.19767836354883
11.99,1.32380690136106,-1.19313396156629
12,1.32209685078528,-1.18841357905035
12.01,1.32040573581536,-1.1835150831368
12.02,1.31873338198293,-1.1784363618931
12.03,1.31707963119176,-1.17317532392495
12.04,1.31544434158938,-1.16772989800205
12.05,1.31382738745078,-1.16209803270279
12.06,1.31222865907419,-1.1562776960777
12.07,1.31064806268772,-1.15026687533067
12.08,1.30908552036728,-1.14406357651764
12.09,1.30754096996473,-1.1376658242626
12.1,1.30601436504606,-1.13107166149
12.11,1.30450567483947,-1.12427914917366
12.12,1.30301488419246,-1.11728636610095
12.13,1.30154199353805,-1.11009140865341
12.14,1.30008701886962,-1.10269239060108
12.15,1.29864999172385,-1.09508744291343
12.16,1.29723095917181,-1.08727471358271
12.17,1.29582998381764,-1.07925236746291
12.18,1.29444714380447,-1.07101858612181
12.19,1.2930825328276,-1.06257156770666
12.2,1.2917362601543,-1.05390952682329
12.21,1.29040845065017,-1.04503069442808
12.22,1.28909924481178,-1.03593331773231
12.23,1.28780879880537,-1.02661566011934
12.24,1.28653728451113,-1.01707600107399
12.25,1.28528488957316,-1.00731263612386
12.26,1.28405181745458,-0.997323876792248
12.27,1.28283828749782,-0.987108050562662
12.28,1.28164453498962,-0.976663500855131
12.29,1.28047081123075,-0.965988587013131
12.3,1.27931738360998,-0.95508168430155
12.31,1.27818453568239,-0.943941183915966
12.32,1.27707256725162,-0.932565493001794
12.33,1.27598179445588,-0.920953034684594
12.34,1.27491254985748,-0.909102248110059
12.35,1.27386518253604,-0.897011588494848
12.36,1.2728400581845,-0.884679527186576
12.37,1.27183755920858,-0.872104551734459
12.38,1.27085808482865,-0.859285165969002
12.39,1.26990205118465,-0.846219890091904
12.4,1.26896989144328,-0.83290726077469
12.41,1.26806205590746,-0.819345831267604
12.42,1.26717901212808,-0.805534171516367
12.43,1.26632124501755,-0.791470868289778
12.44,1.26548925696522,-0.777154525314528
12.45,1.26468356795441,-0.762583763420003
12.46,1.2639047156808,-0.747757220691434
12.47,1.26315325567223,-0.732673552631925
12.48,1.26242976140948,-0.717331432332639
12.49,1.26173482444799,-0.701729550651603
12.5,1.26106905454057,-0.685866616401407
12.51,1.26043307976037,-0.669741356543926
12.52,1.25982754662463,-0.653352516394416
12.53,1.25925312021845,-0.636698859833061
12.54,1.25871048431885,-0.619779169524427
12.55,1.25820034151869,-0.602592247145519
12.56,1.25772341335039,-0.585136913620292
12.57,1.25728044040931,-0.567412009363176
12.58,1.25687218247656,-0.549416394529791
12.59,1.25649941864105,-0.531148949274764
12.6,1.25616294742081,-0.512608574017491
12.61,1.25586358688319,-0.493794189715153
12.62,1.25560217476367,-0.474704738142823
12.63,1.25537956858368,-0.455339182181069
12.64,1.25519664576665,-0.435696506110133
12.65,1.25505430375232,-0.41577571591195
12.66,1.25495346010929,-0.395575839578273
12.67,1.25489505264547,-0.375095927425991
12.68,1.25488003951641,-0.354335052419384
12.69,1.25490939933108,-0.33329231049867
12.7,1.25498413125522,-0.311966820915393
12.71,1.25510525511207,-0.29035772657412
12.72,1.25527381147987,-0.268464194380712
12.73,1.25549086178667,-0.24628541559682
12.74,1.25575748840174,-0.223820606200397
12.75,1.25607479472346,-0.2010690072525
12.76,1.25644390526374,-0.17802988527038
12.77,1.25686596572877,-0.154702532605704
12.78,1.25734214309557,-0.131086267829366
12.79,1.25787362568462,-0.107180436121684
12.8,1.25846162322812,-0.082984409667835
12.81,1.2591073669338,-0.0584975880597853
12.82,1.25981210954407,-0.0337193987021132
12.83,1.26057712539027,-0.00864929722449276
12.84,1.26140371044195,0.0167132321015043
12.85,1.26229318235101,0.0423686759402871
12.86,1.26324688049034,0.0683174914653665
12.87,1.26426616598692,0.0945601059277329
12.88,1.26535242174932,0.121096916219342
12.89,1.26650705248902,0.14792828843232
12.9,1.26773148473583,0.175054557413657
12.91,1.26902716684697,0.202476026316179
12.92,1.27039556900946,0.230192966144307
12.93,1.27183818323625,0.258205615297316
12.94,1.27335652335505,0.286514179107402
12.95,1.2749521249905,0.31511882937542
12.96,1.27662654553882,0.344019703901933
12.97,1.27838136413537,0.373216906015975
12.98,1.28021818161438,0.402710504099901
12.99,1.28213862046095,0.432500531111762
13,1.28414432475525,0.462586984104552
