"Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
11.2,56.1401119732838,31.1468776167625
11.21,56.4179079107932,30.3636247821614
11.22,56.6049020465642,29.6193441847018
11.23,56.7202171350033,28.9332783645871
11.24,56.7893884471525,28.3188924040168
11.25,56.8428221230316,27.7815131659064
11.26,56.9134089711994,27.3163338328492
11.27,57.0333625524579,26.9070537208578
11.28,57.2304094065041,26.5254165013993
11.29,57.5235173151898,26.1319157698869
11.3,57.9184365945798,25.67796084969
11.31,58.4034919613399,25.1098107119989
11.32,58.9463243049775,24.3745158381723
11.33,59.4926065800817,23.4278410377504
11.34,59.9679967751259,22.2435676967645
11.35,60.2844670561985,20.8226986279665
11.36,60.3513554460373,19.2001759661028
11.37,60.0899442227427,17.4463384422379
11.38,59.4485257725047,15.6611255923504
11.39,58.4137704717076,13.9611536298427
11.4,57.0147596763475,12.4624851658318
11.41,55.3184086972037,11.2637378191988
11.42,53.4180580291491,10.4339815724556
11.43,51.4191107545419,10.007777025322
11.44,49.4257936863623,9.98698727467582
11.45,47.5317326398351,10.347063385239
11.46,45.8151289132598,11.0449621129958
11.47,44.3378505229619,12.0264127561647
11.48,43.147062375709,13.2312389120247
11.49,42.2779693156389,14.5963258804209
11.5,41.7565073500492,16.0563888916918
11.51,41.6011177465723,17.5429723379
11.52,41.8229366902488,18.9822387088125
11.53,42.4238144682362,20.2922500311755
11.54,43.391630371454,21.3807440123676
11.55,44.692589164401,22.1449450593128
11.56,46.2608944220661,22.4756663251066
11.57,47.9877796397009,22.2684638247708
11.58,49.7144667356495,21.4439635974338
11.59,51.2363436198439,19.9763377188419
11.6,52.3258773233735,17.9226277271386
11.61,52.7759056179882,15.4386673589619
11.62,52.4524895072029,12.7664087882092
11.63,51.3348898129218,10.1886063291361
11.64,49.5216167286365,7.96603991157242
11.65,47.199109815938,6.28441699206808
11.66,44.5901206443043,5.2313886140858
11.67,41.9057186764055,4.80523187679461
11.68,39.3160051185842,4.94198038981677
11.69,36.9411731245598,5.5453609774387
11.7,34.8563626020447,6.50986678965267
11.71,33.1024434927347,7.73427282826725
11.72,31.6971683811573,9.12703736168621
11.73,30.6438879943752,10.606295718295
11.74,29.9368492723476,12.0969015133697
11.75,29.5629228878802,13.5263665389602
11.76,29.4998499105445,14.82119720181
11.77,29.7112533694557,15.9052095027491
11.78,30.1392277382407,16.7018078843317
11.79,30.6967285270468,17.1424223987659
11.8,31.2642203348884,17.1822571795648
11.81,31.6968390778194,16.8209699439937
11.82,31.8467330605778,16.1200930329443
11.83,31.597665547445,15.2048784895734
11.84,30.8981540870151,14.242371756964
11.85,29.7752216786613,13.4012289222895
11.86,28.3206185847247,12.8118352172147
11.87,26.6582750514378,12.5447921928658
11.88,24.9105934482363,12.6125517698383
11.89,23.1764936191618,12.9860420441721
11.9,21.5237900299482,13.6146907554775
11.91,19.9915893321406,14.4423162330711
11.92,18.597081941922,15.4167133503194
11.93,17.3428171917416,16.4939510835655
11.94,16.2226566930227,17.6393081541653
11.95,15.2259914915299,18.8264957808949
11.96,14.3404475997413,20.0362323800751
11.97,13.5534813894456,21.254739611471
11.98,12.8532365427282,22.4724103087454
11.99,12.228943019212,23.6827250999453
12,11.6710485888219,24.8814129024346
12.01,11.1712041205859,26.0658192949599
12.02,10.7221760256945,27.234440084972
12.03,10.3177284142134,28.3865810245595
12.04,9.95249848603606,29.5221115732462
12.05,9.62187732073644,30.6412877455444
12.06,9.32190167086067,31.7446252458002
12.07,9.04915870818798,32.8328090052629
12.08,8.80070373447426,33.9066289838563
12.09,8.57398992095649,34.9669348859723
12.1,8.3668087496505,36.0146044805229
12.11,8.17723973851083,37.0505216966105
12.12,8.00360809419599,38.0755617355124
12.13,7.84444906707018,39.0905812098387
12.14,7.69847793746841,40.0964118749314
12.15,7.56456471624112,41.0938569166015
12.16,7.44171278467901,42.083689046884
12.17,7.32904082447006,43.0666498670978
12.18,7.22576749640548,44.0434501076509
12.19,7.13119841803058,45.0147704627976
12.2,7.0447150670359,45.9812628175091
12.21,6.96576530087785,46.9435517209971
12.22,6.89385523584977,47.9022360031635
12.23,6.82854227236404,48.8578904606582
12.24,6.76942908911479,49.8110675613311
12.25,6.71615845839681,50.7622991319686
12.26,6.66840875927518,51.7120980058713
12.27,6.62589008546316,52.6609596152876
12.28,6.5883408614353,53.6093635198047
12.29,6.55552489411053,54.5577748661396
12.3,6.52722879889516,55.5066457778692
12.31,6.50325974840616,56.4564166757732
12.32,6.4834435001336,57.4075175309469
12.33,6.46762266593781,58.3603690538152
12.34,6.45565519183262,59.3153838227895
12.35,6.44741302117165,60.2729673566871
12.36,6.44278091828245,61.2335191351918
12.37,6.44165543290799,62.1974335716998
12.38,6.44394398862082,63.1651009428494
12.39,6.44956408075504,64.1369082789357
12.4,6.45844257142858,65.1132402192844
12.41,6.47051507095605,66.0944798364953
12.42,6.48572539643364,67.0810094333141
12.43,6.50402509954735,68.0732113157132
12.44,6.52537305675203,69.0714685456116
12.45,6.54973511591438,70.0761656765071
12.46,6.57708379433408,71.0876894751485
12.47,6.6073980237743,72.1064296322584
12.48,6.64066293875641,73.1327794651866
12.49,6.67686970492737,74.1671366152854
12.5,6.71601538479168,75.209903742712
12.51,6.75810283853534,76.2614892212803
12.52,6.80314065805469,77.3223078359482
12.53,6.85114313265369,78.3927814854643
12.54,6.90213024518975,79.4733398926876
12.55,6.95612769774124,80.5644213250756
12.56,7.01316696613827,81.6664733278306
12.57,7.07328538295255,82.7799534722302
12.58,7.1365262487816,83.9053301216724
12.59,7.20293897189237,85.043083218037
12.6,7.27257923651223,86.193705091003
12.61,7.34550920027581,87.3577012930486
12.62,7.42179772155315,88.5355914629486
12.63,7.5015206176053,89.7279102206802
12.64,7.58476095473784,90.935208096783
12.65,7.67160937185314,92.1580524993437
12.66,7.76216443904199,93.3970287219388
12.67,7.85653305310878,94.6527409960459
12.68,7.95483087218841,95.9258135916156
12.69,8.05718279190028,97.2168919697262
12.7,8.16372346578657,98.5266439914649
12.71,8.27459787311289,99.8557611874567
12.72,8.3899619374641,101.204960092732
12.73,8.50998319995574,102.574983651943
12.74,8.63484155130603,103.966602700299
12.75,8.76473002747479,105.380617525932
12.76,8.89985567408822,106.817859519842
12.77,9.04044048542762,108.279192920017
12.78,9.18672242438144,109.765516656788
12.79,9.3389565304469,111.27776630704
12.8,9.49741612362639,112.81691616546
12.81,9.66239411291109,114.383981441641
12.82,9.83420441898281,115.980020592557
12.83,10.0131835218129,117.60613780066
12.84,10.1996921450061,119.263485608684
12.85,10.3941170900429,120.953267723113
12.86,10.5968732350358,122.676741999264
12.87,10.8084057142515,124.435223621961
12.88,11.0291922964903,126.230088496966
12.89,11.2597459824747,128.062776869553
12.9,11.5006178437264,129.934797187984
12.91,11.7524001280231,131.84773023115
12.92,12.0157296594764,133.803233521223
12.93,12.2912915646124,135.803046043947
12.94,12.5798233595936,137.848993301096
12.95,12.8821194380033,139.942992721683
12.96,13.199036003444,142.087059460789
12.97,13.5314964967072,144.283312617258
12.98,13.8804975735204,146.533981904197
12.99,14.2471156960006,148.841414809002
13,14.6325144090661,151.208084282729
