"Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
11.21,16.3862038124354,-12.8444872752835
11.22,15.5091122051713,-12.07488448367
11.23,14.6961550423218,-11.3027637180377
11.24,13.9424901838931,-10.5314123677516
11.25,13.2435649737688,-9.76348273907177
11.26,12.5951265398835,-9.00109292257587
11.27,11.9932221191991,-8.24591358652508
11.28,11.4341924120639,-7.49924215952858
11.29,10.9146602485454,-6.76206589086967
11.3,10.4315162770941,-6.03511521810897
11.31,9.98190293851278,-5.31890876563759
11.32,9.56319764259281,-4.61379116918787
11.33,9.17299580064258,-3.9199647856766
11.34,8.80909416733899,-3.23751621489219
11.35,8.46947479577481,-2.56643843507195
11.36,8.15228979883617,-1.90664924118552
11.37,7.85584702907036,-1.25800657388076
11.38,7.57859673084415,-0.620321238533065
11.39,7.31911917730372,0.00663256294302276
11.4,7.07611327612525,0.623108530901506
11.41,6.84838610900005,1.22938109720269
11.42,6.63484335772015,1.82573953264232
11.43,6.43448056271376,2.41248312093285
11.44,6.24637515649499,2.98991722185168
11.45,6.06967921366163,3.55835007501283
11.46,5.90361286000539,4.11809021994375
11.47,5.74745828539928,4.66944442848307
11.48,5.60055430796467,5.21271606255102
11.49,5.46229144028757,5.7482037846174
11.5,5.33210741192251,6.27620056013688
11.51,5.20948310594284,6.79699290121298
11.52,5.09393887075177,7.31086030912081
11.53,4.98503117169924,7.81807488030805
11.54,4.88234955020123,8.31890104634914
11.55,4.78551386101163,8.81359542321958
11.56,4.69417176103611,9.30240674935855
11.57,4.60799642560294,9.78557589540935
11.58,4.5266844704197,10.2633359314008
11.59,4.4499540595567,10.7359122395286
11.6,4.37754318171702,11.2035226627102
11.61,4.30920807879491,11.6663776807644
11.62,4.24472181229885,12.1246806074766
11.63,4.18387295463718,12.5786278029896
11.64,4.1264643935478,13.0284088969441
11.65,4.07231223910807,13.4742070186193
11.66,4.02124482380123,13.916199031012
11.67,3.97310178705104,14.3545557663709
11.68,3.92773323647767,14.7894422611818
11.69,3.88499897888352,15.2210179890008
11.7,3.84476781465793,15.6494370898701
11.71,3.80691688989975,16.074848595324
11.72,3.77133110110675,16.4973966482279
11.73,3.73790254777388,16.9172207168823
11.74,3.70653002868646,17.3344558029822
11.75,3.67711857809392,17.7492326431534
11.76,3.64957903830929,18.1616779038933
11.77,3.62382766560262,18.5719143698297
11.78,3.59978576654851,18.980061125286
11.79,3.57737936225054,19.386233729193
11.8,3.55653887810184,19.790544383438
11.81,3.5371988569551,20.1931020947748
11.82,3.51929769376796,20.5940128304468
11.83,3.50277738996393,20.9933796676997
11.84,3.48758332590648,21.3913029373712
11.85,3.47366405002628,21.7878803617615
11.86,3.46097108327021,22.1832071869927
11.87,3.44945873765801,22.5773763100731
11.88,3.43908394783712,22.9704784008795
11.89,3.42980611462334,23.3626020192772
11.9,3.42158695960077,23.7538337275909
11.91,3.41439038993425,24.1442581986379
11.92,3.40818237261877,24.5339583195339
11.93,3.40293081745588,24.9230152914738
11.94,3.39860546810607,25.3115087256866
11.95,3.39517780062069,25.6995167357563
11.96,3.39262092890552,26.0871160264982
11.97,3.39090951661355,26.4743819795699
11.98,3.39001969500519,26.8613887359923
11.99,3.38992898635147,27.2482092757492
12,3.39061623249024,27.6349154946296
12.01,3.3920615281763,28.0215782784678
12.02,3.39424615889498,28.408267574932
12.03,3.39715254283526,28.7950524630079
12.04,3.40076417674187,29.182001220315
12.05,3.40506558538837,29.5691813883921
12.06,3.41004227443302,29.9566598360771
12.07,3.41568068643795,30.3445028211095
12.08,3.42196815984916,30.7327760500728
12.09,3.42889289075057,31.1215447367905
12.1,3.43644389721957,31.5108736592891
12.11,3.44461098612529,31.9008272154332
12.12,3.45338472222253,32.2914694773359
12.13,3.46275639940589,32.6828642446439
12.14,3.47271801399927,33.0750750967931
12.15,3.48326223996525,33.4681654443294
12.16,3.49438240592799,33.8621985793821
12.17,3.50607247391175,34.2572377253804
12.18,3.51832701970449,34.6533460860954
12.19,3.53114121476368,35.0505868940933
12.2,3.54451080958754,35.4490234586779
12.21,3.55843211848183,35.8487192134037
12.22,3.57290200565745,36.2497377632352
12.23,3.58791787260006,36.6521429314306
12.24,3.60347764665782,37.0559988062215
12.25,3.61957977079792,37.4613697873653
12.26,3.63622319448786,37.8683206326415
12.27,3.65340736566035,38.2769165043636
12.28,3.67113222372615,38.6872230159786
12.29,3.689398193602,39.0993062788263
12.3,3.70820618072477,39.5132329491263
12.31,3.72755756702632,39.9290702752671
12.32,3.74745420784702,40.3468861454648
12.33,3.76789842976871,40.7667491358668
12.34,3.78889302935138,41.1887285591676
12.35,3.81044127276025,41.6128945138128
12.36,3.83254689627339,42.0393179338631
12.37,3.8552141076623,42.4680706395925
12.38,3.87844758844089,42.8992253888969
12.39,3.90225249698076,43.3328559295885
12.4,3.92663447249377,43.7690370526568
12.41,3.95159963988487,44.2078446465742
12.42,3.97715461548129,44.6493557527288
12.43,4.00330651364659,45.0936486220698
12.44,4.03006295429091,45.5408027730513
12.45,4.05743207129094,45.990899050963
12.46,4.08542252183654,46.4440196887423
12.47,4.11404349672298,46.9002483693601
12.48,4.14330473161116,47.359670289881
12.49,4.17321651928063,47.8223722272986
12.5,4.2037897229035,48.2884426062523
12.51,4.23503579037013,48.7579715687361
12.52,4.26696676970108,49.231051045913
12.53,4.29959532558264,49.7077748321538
12.54,4.33293475706698,50.1882386614267
12.55,4.36699901648175,50.6725402861653
12.56,4.40180272959735,51.1607795587504
12.57,4.43736121710442,51.6530585157496
12.58,4.473690517458,52.1494814650599
12.59,4.51080741114994,52.6501550761116
12.6,4.54872944647459,53.1551884732935
12.61,4.58747496685909,53.6646933327722
12.62,4.62706313983429,54.178783982885
12.63,4.66751398772758,54.6975775082931
12.64,4.7088484201654,55.2211938580944
12.65,4.75108826847977,55.7497559581051
12.66,4.79425632211906,56.2833898275285
12.67,4.83837636717122,56.8222247002416
12.68,4.88347322711558,57.3663931509458
12.69,4.92957280592656,57.9160312264353
12.7,4.97670213366302,58.4712785822581
12.71,5.02488941468487,59.0322786250524
12.72,5.07416407865045,59.5991786608641
12.73,5.12455683445755,60.1721300497635
12.74,5.17609972730412,60.7512883670992
12.75,5.22882619905623,61.3368135717489
12.76,5.28277115212542,61.9288701817436
12.77,5.33797101707176,62.5276274576693
12.78,5.39446382416476,63.1332595942682
12.79,5.45228927915179,63.7459459206933
12.8,5.51148884350162,64.3658711098921
12.81,5.57210581941105,64.9932253976311
12.82,5.63418543988361,65.6282048116932
12.83,5.69777496421355,66.2710114118277
12.84,5.76292377923226,66.9218535410585
12.85,5.8296835067028,67.5809460889943
12.86,5.89810811727721,68.2485107678368
12.87,5.96825405146346,68.9247764018115
12.88,6.04018034808385,69.6099792308084
12.89,6.11394878074462,70.304363229058
12.9,6.18962400287754,71.0081804397338
12.91,6.26727370195913,71.7216913264251
12.92,6.3469687635618,72.4451651424852
12.93,6.4287834459445,73.1788803193387
12.94,6.51279556594808,73.9231248748915
12.95,6.59908669702409,74.6781968432781
12.96,6.68774238029362,75.444404727256
12.97,6.77885234961006,76.222067974657
12.98,6.87251077167966,77.0115174803991
12.99,6.96881650238545,77.8130961156715
13,7.0678733605581,78.6271592860183
